"EDUC_MINHS","EDUC_HSONLY","EDUC_MINBA","EDUC_SOMECOLL","EDUC_MIN9TH","EDUC_MINHS_WHITE","EDUC_MINBA_WHITE","EDUC_MINHS_BLACK","EDUC_MINBA_BLACK","EDUC_MINHS_LATINO","EDUC_MINBA_LATINO","EDUC_MINHS_WHITENH","EDUC_MINBA_WHITENH","RACE_HISP","RACE_WHITENH","RACE_BLACKNH","RACE_ASIANNH","RACE_OTHERNH","RACE_MULTIPLENH","BIRTH_FOREIGN","GEOID10"
0.6899029824,0.3180021559,0.1645706073,0.2073302192,0.8365073662,0.7406015038,0.2932330827,0.8394736842,0.1149122807,0.5405610311,0.1993934799,0.890625,0.765625,0.5353104331,0.0200554726,0.3494772776,0.0471516962,0.0123746533,0.0356304672,0.2743759334,6001409000
0.6557591623,0.3147905759,0.0791884817,0.2617801047,0.8154450262,0.6534653465,0.0297029703,0.7794759825,0.0829694323,0.5636978579,0.0811724915,1,0,0.5923694779,0.0196787149,0.2787148594,0.0437751004,0.0072289157,0.0582329317,0.343373494,6001409100
0.6256292906,0.3125858124,0.0874141876,0.2256292906,0.8064073227,0.7258064516,0.2419354839,0.8290909091,0.1151515152,0.4375595806,0.04957102,0.9302325581,0.511627907,0.5702614379,0.0253267974,0.3096405229,0.0653594771,0,0.0294117647,0.348583878,6001409200
0.6600924499,0.2856702619,0.1405238829,0.2338983051,0.8154083205,0.8295081967,0.137704918,0.8651452282,0.0923236515,0.5065893516,0.1017395888,0.8755980861,0.3397129187,0.6517065812,0.0478974166,0.2460871205,0.0279087309,0.0050914577,0.0213086932,0.3665849519,6001409300
0.5508567262,0.2967553773,0.0842143638,0.1698869851,0.7302223843,0.5958646617,0.1015037594,0.8587127159,0.0580847724,0.3346153846,0.0256410256,1,0.2574257426,0.6960251046,0.0451882845,0.1523012552,0.0926778243,0.0031380753,0.0106694561,0.4533472803,6001409400
0.576433121,0.2492038217,0.0983280255,0.2289012739,0.7742834395,0.5010351967,0.0269151139,0.8597560976,0.1695121951,0.3697056712,0.0452261307,0.8440366972,0.0642201835,0.6487403101,0.0419089147,0.25,0.0167151163,0.0302810078,0.0123546512,0.359496124,6001409500
0.6002017485,0.2266308003,0.1039004707,0.2696704775,0.823470074,0.8530183727,0.1627296588,0.7465690759,0.1848124428,0.4650395778,0.0250659631,0.9256756757,0.3445945946,0.5701084773,0.0319405384,0.326034552,0.0468059462,0.0202892728,0.0048212133,0.3613901165,6001409600
0.6889736477,0.3169209431,0.1185852982,0.2534674064,0.7950762829,0.7668067227,0.1848739496,0.8853080569,0.1507109005,0.4989966555,0.0535117057,0.9277108434,0.186746988,0.5770386696,0.0354638349,0.3201763174,0.018833901,0.0070126227,0.0414746544,0.3396113003,6001409700
0.8795275591,0.1952755906,0.3562992126,0.3279527559,0.9716535433,0.96,0.5866666667,0.8311418685,0.275432526,0.8333333333,0.3279569892,1,0.6298701299,0.1251422071,0.2039249147,0.5529010239,0.042662116,0.0255972696,0.0497724687,0.1137656428,6001409800
0.9434163701,0.0871886121,0.5540925267,0.3021352313,0.9697508897,0.9263862333,0.5535372849,0.9690162665,0.5801704105,0.7120418848,0.2041884817,0.9470198675,0.6136865342,0.0809994509,0.2872048325,0.4708951126,0.0727622186,0.0093355299,0.0788028556,0.1123009336,6001409900
0.96692607,0.173151751,0.5571984436,0.2365758755,0.9961089494,0.9660023447,0.6213364596,0.9576427256,0.4815837937,0.8493150685,0.2876712329,0.9924337957,0.6683480454,0.0925354719,0.2884022209,0.4012954966,0.0487353486,0.0249845774,0.1440468846,0.1113510179,6001410000
0.9133978604,0.1966377993,0.2801833928,0.4365766684,0.9760570555,0.9789156627,0.4789156627,0.8872506505,0.2489158716,0.9230769231,0.2712550607,0.9757785467,0.4394463668,0.1754780652,0.1237345332,0.5545556805,0.0483689539,0.0074990626,0.0903637045,0.0708661417,6001410100
0.8073472875,0.3699273815,0.1674498078,0.2699700982,0.9205467749,0.5660377358,0.2830188679,0.9090236686,0.2085798817,0.6227154047,0.0796344648,1,0.5853658537,0.3523415978,0.014600551,0.5509641873,0.0286501377,0.032231405,0.0212121212,0.1539944904,6001410200
0.640569395,0.3318505338,0.1089857651,0.1997330961,0.84386121,0.6106623586,0.2003231018,0.962585034,0.1547619048,0.4672364672,0.0975783476,0.9036144578,0.2048192771,0.6551724138,0.0215193155,0.2486388385,0.0313715323,0.0238527353,0.0194451646,0.3510500389,6001410300
0.7417388515,0.2775104267,0.1937760667,0.270452358,0.85466795,0.8054054054,0.3117117117,0.9112769486,0.2205638474,0.518734388,0.0691090758,1,0.557312253,0.4771052044,0.0638820639,0.3361626089,0.1009604646,0.0026803663,0.0192092919,0.310475765,6001410400
0.8539057841,0.2093023256,0.2379248658,0.4066785927,0.9230769231,0.9038961039,0.4753246753,0.9059304703,0.154396728,0.6687116564,0.2760736196,0.9730639731,0.5151515152,0.098336414,0.1489833641,0.6107208872,0.1086876155,0.0140480591,0.0192236599,0.1582255083,6001410500
0.9642640824,0.0854027862,0.7474258025,0.1314354936,0.9860690491,0.9982206406,0.7793594306,1,1,0.9043478261,0.7826086957,0.9981325864,0.7712418301,0.0786885246,0.6172131148,0.0045081967,0.2098360656,0.0040983607,0.0856557377,0.1786885246,6001420100
0.9272567923,0.1042944785,0.6709027169,0.1520595968,0.9684487292,0.9937565036,0.7585848075,1,0.1554054054,0.9452736318,0.5124378109,0.993220339,0.7875706215,0.1206482593,0.3550420168,0.0558223289,0.3838535414,0.0204081633,0.0642256903,0.3868547419,6001420200
0.9009873061,0.0589562764,0.7074753173,0.1345557123,0.9528913963,0.9714693295,0.7296718973,0.9444444444,0.7666666667,0.6890909091,0.5436363636,0.9722921914,0.7363560034,0.1569218405,0.2977697408,0.0393811533,0.3992364878,0.0737392003,0.0329515773,0.4157122765,6001420300
0.9778894472,0.0351758794,0.7608040201,0.1819095477,0.9944723618,1,0.7773892774,NA,NA,0.9352941176,0.5098039216,1,0.8141993958,0.297844546,0.317112998,0.0120836055,0.3053559765,0.0120836055,0.0555192685,0.4454604833,6001420400
0.963821368,0.1181458451,0.6602600339,0.185415489,0.9881288864,0.9793601651,0.7770897833,0.7846153846,0.0461538462,0.8877005348,0.5240641711,0.9945945946,0.7902702703,0.111849824,0.5115369574,0.0539694955,0.2111849824,0.0132968322,0.0981619085,0.2553773954,6001420500
0.9897392048,0.0611372381,0.8294142796,0.099187687,0.9944420693,0.9886813809,0.8279569892,1,0,1,0.5882352941,0.9879807692,0.8431490385,0.1164144354,0.66443539,0.0034924331,0.1461001164,0.0154249127,0.0541327125,0.1373690338,6001420600
0.9892665474,0.0387596899,0.8658318426,0.0846750149,0.9964221825,0.9873150106,0.859055673,1,0.8333333333,0.8409090909,0.4090909091,0.9970348406,0.8851000741,0.0590211132,0.7835892514,0.0172744722,0.1070057582,0.0033589251,0.0297504798,0.2255278311,6001421100
0.9880617978,0.0126404494,0.891502809,0.0839185393,0.9919241573,0.9882352941,0.8845315904,1,0.5208333333,0.8532110092,0.6605504587,0.9950271248,0.896925859,0.041179744,0.7287145242,0.0133555927,0.101279911,0.0080690039,0.1074012243,0.2170283806,6001421200
0.9748177601,0.0321404904,0.8479125249,0.0947647449,0.9893969516,0.9915356711,0.8710197501,0.5405405405,0.2702702703,1,1,0.9914564687,0.869812856,0.0366640847,0.7864704364,0.0149754712,0.087787245,0.0020655822,0.0720371805,0.1254841208,6001421300
0.96875,0.0272435897,0.8453525641,0.0961538462,0.9727564103,0.9686888454,0.866927593,1,1,0.829787234,0.3404255319,0.9758308157,0.8761329305,0.0642594859,0.7337821297,0.0183598531,0.123623011,0.0189718482,0.041003672,0.1505507956,6001421400
0.9918088737,0.0255972696,0.8494880546,0.1167235495,0.9972696246,0.9966015293,0.8615123195,0.8709677419,0.5806451613,1,0.75,0.9965277778,0.8628472222,0.0473741202,0.777747699,0.0257173795,0.1174878181,0.0078505685,0.0238224147,0.1900378993,6001421500
0.9856492825,0.0164508225,0.8795939797,0.0896044802,0.9912495625,0.9819859402,0.8905975395,1,0.82,1,1,0.9814563546,0.8873812754,0.0398119989,0.7348631463,0.030964888,0.128836052,0.0055294443,0.0599944706,0.1805363561,6001421600
0.9848764294,0.0638140907,0.8376982663,0.0833640723,1,0.9794486216,0.8561403509,1,0.5217391304,1,0.6654275093,0.9783298097,0.8583509514,0.0924971363,0.682416953,0.0065864834,0.18069874,0.0014318442,0.0363688431,0.2136311569,6001421700
0.9774748074,0.0456431535,0.8037937167,0.1280379372,0.9863663308,0.9985007496,0.8305847076,0.9411764706,0.4117647059,0.9642857143,0.7142857143,1,0.8333333333,0.0303171642,0.7476679104,0.0144589552,0.1399253731,0.0018656716,0.0657649254,0.1683768657,6001421800
0.9746225506,0.052039833,0.7844522968,0.1381304208,0.9836170896,0.984063745,0.8251992032,0.9230769231,0.4743589744,0.9122137405,0.7061068702,0.9951033732,0.8482045702,0.1066890434,0.5622152961,0.053464397,0.1776552386,0.0100695277,0.0899064972,0.2035483098,6001421900
0.9339678763,0.0690065437,0.6609161214,0.2040452112,0.9649018441,0.9501246883,0.7165419784,0.7182320442,0.0662983425,0.9333333333,0.4666666667,0.9543057996,0.7434094903,0.0686456401,0.6433209647,0.1085343228,0.0816326531,0.0143784787,0.0834879406,0.1405380334,6001422000
0.9394725465,0.1067877216,0.6437527021,0.1889321228,0.9853004756,0.9860426929,0.788998358,0.9521912351,0.3824701195,0.8763557484,0.3600867679,0.9982222222,0.7946666667,0.2089163684,0.4702245363,0.1282134722,0.122030589,0.0104132769,0.0602017572,0.1962251871,6001422100
0.9525279815,0.1076804323,0.7082207642,0.136626785,0.9810883829,0.9538904899,0.7711815562,1,0.2105263158,0.8633879781,0.4262295082,0.969023569,0.8,0.1634229225,0.5295026259,0.0528266914,0.1578622181,0,0.0963855422,0.1754711152,6001422200
0.9877277798,0.0554109334,0.7657121607,0.1666046858,0.9970249163,0.9884088514,0.7781875659,0.8571428571,0.5584415584,0.9473684211,0.6315789474,0.9922265408,0.7795669073,0.0881141916,0.601701894,0.0288223991,0.2135602525,0.0016469942,0.0661542685,0.1501509745,6001422300
0.98621421,0.0402969247,0.833863556,0.1120537292,1,1,0.8976331361,0.6428571429,0.6428571429,0.9463276836,0.7033898305,1,0.8958051421,0.1372854914,0.4203253844,0.0124804992,0.3768665032,0.004011589,0.0490305326,0.4114107421,6001422400
0.9651500484,0.0435624395,0.8088092933,0.1127783156,0.986447241,0.9690230342,0.8165210485,0.8028169014,0.4084507042,0.9430379747,0.7278481013,0.9656992084,0.8223394899,0.0988636364,0.4734090909,0.0286363636,0.3370454545,0.0047727273,0.0572727273,0.285,6001422500
1,0,0.9503546099,0.0496453901,1,1,0.9102564103,1,1,1,1,1,0.8962962963,0.1236816874,0.3863854267,0.0306807287,0.4400767018,0,0.0191754554,0.5484180249,6001422600
0.9804587935,0.0458793543,0.6644010195,0.2701784197,0.9872557349,0.9988249119,0.6263219741,1,1,1,0.4153846154,0.998696219,0.6401564537,0.1655905811,0.4540448158,0.0239270794,0.2916824915,0.010824155,0.0539308773,0.2307254083,6001422700
0.9394495413,0.0917431193,0.6201834862,0.2275229358,0.9688073394,0.9353612167,0.6178707224,1,0.65625,1,0.4852941176,0.9265658747,0.6371490281,0.161407767,0.2846425419,0.0421447485,0.4481465137,0.0098190644,0.0538393645,0.2688658429,6001422800
0.9307069996,0.0763278227,0.5926837847,0.2616953922,0.9711572283,0.9777777778,0.7440329218,0.9331848552,0.3006681514,0.6890243902,0.2134146341,0.9921465969,0.7582897033,0.0525950356,0.3396979691,0.1199444541,0.4202395417,0.0270786322,0.0404443673,0.3195625759,6001422900
0.9936075598,0.0294608116,0.8060033352,0.158143413,0.9963868816,0.995543672,0.8698752228,1,0.0918918919,0.9805555556,0.5333333333,0.9970774476,0.9025815879,0.1203143894,0.5338573156,0.0485691254,0.2486900443,0.0010076582,0.0475614672,0.233172108,6001423000
0.9372475924,0.0745573159,0.6104380242,0.2522522523,0.9605467537,0.9938132733,0.8138357705,0.9207207207,0.2198198198,0.6550724638,0.3072463768,0.9982445875,0.8156816852,0.1291638341,0.4960344437,0.1661001586,0.1414004079,0.0097439384,0.0575572173,0.1994108316,6001423100
0.9178286853,0.1220119522,0.4163346614,0.3794820717,0.9815737052,0.9594450374,0.606189968,1,0.125,0.7931034483,0.2436781609,0.9826086957,0.7246376812,0.2719651241,0.3058350101,0.2243460765,0.0727699531,0.0345405768,0.0905432596,0.1589537223,6001423200
0.9443818113,0.1010898159,0.5922585494,0.2510334461,0.9601653514,0.9455587393,0.8008595989,0.9372442019,0.207366985,0.6720257235,0.2411575563,1,0.8613782051,0.1255707763,0.4440639269,0.2548515982,0.0950342466,0.0008561644,0.0796232877,0.1184360731,6001423300
0.9471193988,0.0495407737,0.6816031172,0.2159755079,0.9716114667,0.9925442684,0.8042870457,0.9043624161,0.288590604,0.7864693446,0.6152219873,1,0.8189473684,0.147975983,0.4935115243,0.1373232617,0.1218283943,0,0.0993608367,0.1448770095,6001423400
0.9545823195,0.0567721006,0.6735604217,0.2242497972,0.9748580697,0.9631147541,0.7704918033,0.9128440367,0.3509174312,0.8631178707,0.5475285171,0.9825889478,0.821347464,0.1421482779,0.4751897256,0.2019848219,0.1339754816,0.0072971395,0.0394045534,0.142732049,6001423500
0.9885768682,0.0414088529,0.8019990481,0.1451689672,0.9966682532,0.9948453608,0.8047680412,0.9444444444,0.626984127,0.9576719577,0.8941798942,1,0.7976680384,0.087233246,0.703481842,0.0516660427,0.092100337,0.016473231,0.0490453014,0.1546237364,6001423601
0.9656474141,0.0505851265,0.7678369196,0.1472253681,0.9826349566,0.9994541485,0.7860262009,1,0.5595238095,0.8156424581,0.7094972067,1,0.7729384437,0.0874693627,0.4728860294,0.0128676471,0.3530943627,0.0199142157,0.0537683824,0.2339154412,6001423602
1,0.0284337349,0.8539759036,0.1175903614,1,1,0.8848230354,1,1,1,0.8082901554,1,0.8746736292,0.1055930569,0.6140308582,0.0229026037,0.1986499518,0.0067502411,0.0520732883,0.1781581485,6001423700
0.9964043148,0.0431482221,0.8909308829,0.0623252097,1,0.9957507082,0.9050991501,1,0.2816901408,1,0.6829268293,0.9954887218,0.9187969925,0.0636302746,0.7943737441,0.0237776289,0.0706630944,0.0030140656,0.0445411922,0.1419959812,6001423800
0.9763239875,0.13894081,0.6404984424,0.1968847352,0.985046729,0.9697239537,0.6705253785,1,0.5240963855,0.862745098,0.362745098,0.9941176471,0.7029411765,0.1392405063,0.6275559883,0.1066212269,0.0910418695,0.011684518,0.0238558909,0.1606621227,6001423901
0.9853733641,0.0700538876,0.8421862972,0.0731331794,0.9946112394,0.9848024316,0.865248227,0.9565217391,0.7173913043,0.9692307692,0.7230769231,0.98434238,0.8674321503,0.0598130841,0.707165109,0.0292834891,0.154517134,0.0012461059,0.0479750779,0.1750778816,6001423902
0.8778123918,0.1433021807,0.528556594,0.2059536172,0.921426099,0.9510763209,0.6816699282,0.903276131,0.2776911076,0.6968973747,0.2863961814,0.9482044199,0.6940607735,0.1629004222,0.4683387137,0.2215048423,0.0834368016,0.0223491433,0.041470077,0.1931959275,6001424001
0.9146341463,0.2073170732,0.4623059867,0.2450110865,0.9578713969,0.9770723104,0.7795414462,0.9457831325,0.3162650602,0.8121019108,0.2292993631,0.9750957854,0.7796934866,0.226867983,0.2737127371,0.3360433604,0.1033681765,0.0073557878,0.0526519551,0.1815718157,6001424002
0.9779179811,0.080126183,0.7514195584,0.1463722397,0.9829652997,0.9833822092,0.7517106549,1,0.775862069,0.8144329897,0.7216494845,0.9903846154,0.7467948718,0.0584689572,0.5840867993,0.0349608198,0.2525617842,0.0078360458,0.0620855937,0.4141048825,6001425101
0.9690721649,0.0909090909,0.7594501718,0.1187129022,0.987503905,1,0.7540603248,0.9644128114,0.4341637011,1,0.8093645485,1,0.7525423729,0.0898617512,0.3402457757,0.0832053251,0.4080901178,0.019969278,0.0586277522,0.4301075269,6001425102
0.975502008,0.037751004,0.7634538153,0.1742971888,0.9883534137,0.9794140934,0.8234362629,0.9043715847,0.5,0.9576719577,0.7671957672,0.9841549296,0.8177816901,0.0747763864,0.4361359571,0.1531305903,0.2633273703,0.0007155635,0.0719141324,0.2107334526,6001425103
0.9560085837,0.1373390558,0.5987124464,0.2199570815,0.9788984263,0.9897637795,0.7503937008,0.9108761329,0.2311178248,0.9264705882,0.5294117647,0.9905902481,0.7656116339,0.1361966657,0.3608363945,0.2658943204,0.1805594801,0.0081944052,0.0483187341,0.1720825092,6001425104
1,0.052369617,0.8320709803,0.1155594027,1,1,0.8623208767,1,0,1,0.5454545455,1,0.86628734,0.0205489956,0.7334764607,0.0069007821,0.1990492256,0,0.0400245361,0.1140929305,6001426100
0.9848759831,0.0438596491,0.8378705384,0.1031457955,0.9954627949,0.9830575256,0.853821907,1,0.2372881356,1,0.5157232704,0.9820234114,0.8733277592,0.070058382,0.6759799833,0.0229357798,0.1505421184,0.0043786489,0.0761050876,0.1007089241,6001426200
0.9500339905,0.1179469748,0.5832766825,0.2488103331,0.9819850442,0.9617660446,0.6081019572,0.9272727273,0.0727272727,0.9152046784,0.418128655,0.9610326352,0.6190940088,0.1610062893,0.641509434,0.013836478,0.1426415094,0.0178616352,0.0231446541,0.1579874214,6001427100
0.8557133635,0.1923821821,0.4615881214,0.20174306,0.9422207876,0.9317889318,0.5225225225,0.8198198198,0.3693693694,0.7337962963,0.2407407407,0.976006192,0.5897832817,0.1679425837,0.4004784689,0.0291866029,0.3545454545,0.0088516746,0.0389952153,0.314354067,6001427200
0.9345343821,0.1301700076,0.5706673433,0.2336970312,0.9507739152,0.968066233,0.6534594914,0.9413919414,0.380952381,0.8092643052,0.4495912807,0.9750164366,0.6758711374,0.1086793865,0.3733632623,0.0722035166,0.3756079312,0.0155256266,0.0546202768,0.3174335952,6001427300
0.8058472892,0.1319897814,0.3945500993,0.2793074085,0.9415271076,0.8898643256,0.522745411,0.8605577689,0.187250996,0.4728915663,0.1355421687,0.9374449339,0.5594713656,0.1026923077,0.2851923077,0.1875,0.3442307692,0.0165384615,0.0638461538,0.3798076923,6001427600
0.9384066587,0.1595719382,0.5029726516,0.275862069,0.9645659929,0.9903888161,0.5923984273,1,0.356741573,0.8767123288,0.2260273973,0.9893975904,0.6178313253,0.1770813305,0.4845222073,0.0944049221,0.178811767,0.0042299558,0.0609498173,0.2143818496,6001427700
0.8872699387,0.0930470348,0.5342535787,0.2599693252,0.9877300613,0.8695458593,0.5770258237,1,0.7173913043,1,0.3636363636,0.8642261353,0.5746061168,0.0987081147,0.5387565604,0.0476382721,0.2169963666,0.0060557126,0.0918449738,0.1958013726,6001427800
0.9148406375,0.1551294821,0.5174302789,0.2422808765,0.9728585657,0.989063867,0.6321084864,1,0.5037878788,0.910041841,0.2531380753,0.9925705795,0.6820208024,0.1425178147,0.4813935075,0.045922407,0.2834520982,0.0067300079,0.0399841647,0.2403008709,6001427900
0.8736131211,0.0964785335,0.5055475157,0.2715870719,0.8895320791,0.9511400651,0.6525515744,1,0.125748503,0.5123152709,0.2955665025,1,0.7061790668,0.2339242266,0.3628779979,0.0531803962,0.2714633299,0.0010427529,0.0775112965,0.2589502954,6001428000
0.9104604889,0.116827743,0.5807276862,0.2129050597,0.9533826038,0.9256880734,0.6128440367,0.9894736842,0.4157894737,0.883161512,0.5670103093,0.9364764268,0.6317617866,0.1157263897,0.5275883447,0.0650960942,0.2174002893,0.0227319694,0.0514569126,0.2122339326,6001428100
0.9330870279,0.091543514,0.5470032841,0.2945402299,0.9784482759,0.965202109,0.5775043937,1,0.4773662551,0.9253472222,0.2760416667,0.9620253165,0.6014576141,0.1282167726,0.5178625492,0.0626702997,0.2111716621,0.0045413261,0.0755373903,0.2093551317,6001428200
0.9431004451,0.1194116509,0.5324172634,0.2912715309,0.9665182891,0.9731838128,0.5333983423,0.8817204301,0.6666666667,1,0.2355371901,0.9708994709,0.5513227513,0.1059502542,0.3166139893,0.046447712,0.435206816,0.0141541844,0.0816270441,0.2430946819,6001428301
0.9422329198,0.0533234586,0.7156082207,0.1733012405,0.9677837438,0.9596309112,0.6574394464,1,0.7385620915,0.963562753,0.7125506073,0.9609756098,0.6601626016,0.0645204741,0.4168911638,0.0261314655,0.4290140086,0.0055226293,0.0579202586,0.2359913793,6001428302
0.9178918169,0.120110957,0.5453536755,0.2524271845,0.9442441054,0.9460043197,0.557775378,0.9266503667,0.4180929095,0.8389830508,0.4440677966,0.9785575049,0.5860948668,0.1755691769,0.3971103327,0.1074868651,0.2473730298,0.0133537653,0.0591068301,0.2235113835,6001428400
0.8945278023,0.1288614298,0.5895851721,0.1760812004,0.9466019417,0.9711451758,0.696122633,0.9346733668,0.3065326633,0.7385321101,0.376146789,0.9729990357,0.7049180328,0.1281885696,0.4113658379,0.0794317081,0.2757507265,0.026477236,0.0787859219,0.3293509848,6001428500
0.9012118986,0.0756518546,0.588688946,0.2368710981,0.9533602644,0.9738461538,0.6584615385,0.903030303,0.4727272727,0.9104477612,0.3059701493,0.9790322581,0.6741935484,0.0602200347,0.4296467863,0.073537927,0.3422119282,0.005790388,0.0885929357,0.2958888246,6001428600
0.8781669151,0.1058122206,0.5003725782,0.2719821162,0.956780924,0.987027027,0.6021621622,0.873853211,0.3325688073,0.8579545455,0.3948863636,1,0.5843621399,0.1625670841,0.2741502683,0.168157424,0.3266994633,0.0064847943,0.061940966,0.2558139535,6001428700
0.9472417252,0.1025075226,0.6314944835,0.2132397192,0.9755265797,0.9569707401,0.5691336776,1,0.6355421687,0.8723404255,0.4072948328,0.9792713568,0.6155778894,0.0936860567,0.2895352236,0.0644548378,0.4970768781,0.0133002046,0.0419467992,0.3820520316,6001430101
0.965408805,0.1341719078,0.5476939203,0.2835429769,0.9769392034,0.9869431644,0.5007680492,1,0.6363636364,0.8106796117,0.359223301,0.9947916667,0.5217013889,0.1229372937,0.5783828383,0.0169141914,0.1934818482,0.0152640264,0.073019802,0.178630363,6001430102
0.9360476663,0.1553128103,0.5374379345,0.2432969215,0.9700099305,0.945971268,0.5640224859,1,0.4068441065,0.7630979499,0.3986332574,0.971250433,0.5781087634,0.0946496074,0.5646990404,0.0471067171,0.2384414074,0.0114858971,0.0436173306,0.2138703111,6001430200
0.9253081943,0.1649746193,0.4474256708,0.3129079043,0.9467005076,0.9717720857,0.4532148458,1,0.7441860465,0.8791946309,0.1946308725,0.9814600232,0.4762456547,0.1312075274,0.5585467852,0.0112388918,0.2550967067,0.006795609,0.0371144799,0.211709357,6001430300
0.9774774775,0.185971686,0.5006435006,0.2908622909,0.9826254826,0.9928315412,0.5170250896,1,0.5625,0.9038461538,0.2756410256,0.9961013645,0.5506822612,0.1172282867,0.5899383009,0.0151874703,0.2206929283,0.004271476,0.0526815377,0.1551969625,6001430400
0.8599158092,0.1994855005,0.3381665108,0.3222637979,0.9490177736,0.9134312697,0.4039874082,0.9115646259,0.2206025267,0.7407407407,0.2279202279,0.9602888087,0.4592057762,0.1922498747,0.2933021547,0.2485385001,0.2184733589,0.0090195423,0.0384165692,0.2365124436,6001430500
0.9254658385,0.1949509116,0.4646363454,0.2658785814,0.9410939691,0.9481056988,0.4361668259,1,0.5049180328,0.8522727273,0.2159090909,0.965293669,0.4874141876,0.1278137527,0.4614554425,0.0749306198,0.2755164971,0.0104841196,0.0497995683,0.2525439408,6001430600
0.9653414883,0.1950390758,0.4665307509,0.3037716616,0.9711179069,0.9844559585,0.4519286126,1,0.31875,0.9810298103,0.3116531165,0.9827255278,0.465131158,0.1580335731,0.5014388489,0.0486810552,0.2110311751,0.0105515588,0.070263789,0.1985611511,6001430700
0.9176717357,0.2142108023,0.4022024122,0.3012585212,0.9452018878,0.9550469963,0.3759705762,0.9406779661,0.5762711864,0.764084507,0.3028169014,0.9810989011,0.3991208791,0.0749716017,0.5708065127,0.0153351003,0.279250284,0.0202574782,0.0393790231,0.2205603938,6001430800
0.8483835006,0.1953734671,0.3207915273,0.3322185061,0.9152731327,0.8700934579,0.3289719626,0.9229024943,0.20861678,0.6612641815,0.1750405186,0.9397227245,0.3658830621,0.2100207195,0.4211715954,0.0968167263,0.1902429836,0.0113015634,0.0704464118,0.2921454134,6001430900
0.9223768737,0.2237687366,0.4079229122,0.2906852248,0.9785867238,0.9466403162,0.3537549407,1,0.4926470588,0.9657794677,0.1711026616,0.943324937,0.4143576826,0.1944544472,0.3651422398,0.0568959309,0.3075261073,0.0072020166,0.0687792582,0.3280518545,6001431000
0.8571428571,0.2275835866,0.2963525836,0.3332066869,0.9171732523,0.8372943327,0.2693479586,0.9560185185,0.1805555556,0.6255088195,0.1343283582,1,0.3528225806,0.3035664139,0.3190115136,0.1704577366,0.1215950576,0.0252737995,0.0600954788,0.2316764954,6001431100
0.9354268023,0.2134011499,0.4444935869,0.2775320655,0.9590888987,0.9763418079,0.4699858757,0.9946808511,0.4308510638,0.9734848485,0.5315656566,0.970995671,0.4337662338,0.2332256907,0.4639397201,0.1063867958,0.1393972013,0,0.057050592,0.2242554718,6001431200
0.9375232428,0.1613982893,0.5146894756,0.2614354779,0.9620676832,0.9684625493,0.5039421813,0.9943977591,0.4593837535,0.8779069767,0.1715116279,0.9713235294,0.525,0.1779518747,0.4513150532,0.1155567991,0.186345831,0.0254616676,0.0433687745,0.2006155568,6001432100
0.925987388,0.20544308,0.4692997013,0.2512446067,0.9694656489,0.9540983607,0.52,0.9162561576,0.4712643678,0.8828828829,0.2252252252,0.972734563,0.5693664796,0.2422756253,0.3457577244,0.2209416381,0.1186856302,0.0171652771,0.055174105,0.2324668955,6001432200
0.8306650246,0.2195197044,0.3645320197,0.2466133005,0.9125615764,0.8590381426,0.3971807629,1,0.5864661654,0.6828193833,0.1751101322,0.9222082811,0.5194479297,0.3305227656,0.190767285,0.1142495784,0.2752951096,0.0303541315,0.0588111298,0.3705733558,6001432300
0.7953254696,0.2667103539,0.2247706422,0.3038444736,0.9108781127,0.7585560244,0.1964369433,0.9926199262,0.2767527675,0.6801242236,0.1633540373,0.8911290323,0.25,0.4212480366,0.1699271741,0.0664001142,0.2981579323,0.017992289,0.0262744538,0.4088247894,6001432400
0.7594898269,0.2550865472,0.2323109626,0.272092317,0.8779228667,0.7886323268,0.1563055062,0.8047337278,0.201183432,0.5976095618,0.1381142098,0.9173553719,0.1966942149,0.2976926246,0.1697569015,0.0729295426,0.4167696745,0.0111248455,0.0317264112,0.4602389782,6001432501
0.7627025542,0.2334523483,0.2730019225,0.2562482834,0.8890414721,0.6197309417,0.0878923767,0.9756097561,0.4430894309,0.4475079533,0.0434782609,0.8776978417,0.1582733813,0.2970258787,0.1380842024,0.1324835844,0.4076863654,0.011201236,0.0135187331,0.4308613364,6001432502
0.8374584411,0.1867380864,0.3165866273,0.3341337274,0.9322127817,0.8775510204,0.3216503993,0.9489130435,0.3641304348,0.669122572,0.1527126591,0.9947054931,0.4083388484,0.3034218373,0.2542950447,0.1462444981,0.2496095414,0.0154763595,0.030952719,0.3044157319,6001432600
0.9090029042,0.1732817038,0.4138431752,0.3218780252,0.9728944821,0.9360902256,0.4541353383,0.8571428571,0.4910714286,0.8647342995,0.3550724638,0.972168906,0.4798464491,0.2581676136,0.4399857955,0.0596590909,0.1647727273,0.0152698864,0.0621448864,0.2020596591,6001432700
0.9013571665,0.2082092023,0.4597815293,0.233366435,0.9745117511,0.9404672193,0.5840241145,0.8390501319,0.2744063325,0.859929078,0.3333333333,0.961026616,0.6283269962,0.2136215129,0.2935410907,0.1035436039,0.335511435,0.0115606936,0.0422216637,0.2746921337,6001432800
